Gene stable ID	Transcript stable ID	GO term accession	GO term name	UniProtKB/Swiss-Prot ID
AT4G37910	AT4G37910.1	GO:0051085	chaperone cofactor-dependent protein refolding	Q8GUM2
AT4G37910	AT4G37910.1	GO:0034605	cellular response to heat	Q8GUM2
AT4G37910	AT4G37910.1	GO:0009735	response to cytokinin	Q8GUM2
AT4G37910	AT4G37910.1	GO:0046686	response to cadmium ion	Q8GUM2
AT4G37910	AT4G37910.1	GO:0000166	nucleotide binding	Q8GUM2
AT4G37910	AT4G37910.1	GO:0005524	ATP binding	Q8GUM2
AT4G37910	AT4G37910.1	GO:0005739	mitochondrion	Q8GUM2
AT4G37910	AT4G37910.1	GO:0005829	cytosol	Q8GUM2
AT4G37910	AT4G37910.1	GO:0005739	mitochondrion	Q8GUM2
AT4G37910	AT4G37910.1	GO:0005886	plasma membrane	Q8GUM2
AT4G37910	AT4G37910.1	GO:0005737	cytoplasm	Q8GUM2
AT4G37910	AT4G37910.1	GO:0006457	protein folding	Q8GUM2
AT4G37910	AT4G37910.1	GO:0051082	unfolded protein binding	Q8GUM2
AT4G37910	AT4G37910.1	GO:0005774	vacuolar membrane	Q8GUM2
AT4G37910	AT4G37910.1	GO:0005618	cell wall	Q8GUM2
AT4G37910	AT4G37910.1	GO:0008270	zinc ion binding	Q8GUM2
AT4G37910	AT4G37910.1	GO:0005737	cytoplasm	Q8GUM2
AT4G37910	AT4G37910.1	GO:0005515	protein binding	Q8GUM2
AT4G37910	AT4G37910.1	GO:0005739	mitochondrion	Q8GUM2
AT4G37910	AT4G37910.1	GO:0016887	ATPase activity	Q8GUM2
AT4G37910	AT4G37910.1	GO:0005524	ATP binding	Q8GUM2
AT4G37910	AT4G37910.1	GO:0005524	ATP binding	Q8GUM2
AT4G37910	AT4G37910.1	GO:0051082	unfolded protein binding	Q8GUM2
AT4G37910	AT4G37910.1	GO:0005774	vacuolar membrane	Q8GUM2
AT4G37910	AT4G37910.1	GO:0031072	heat shock protein binding	Q8GUM2
AT4G37910	AT4G37910.1	GO:0042026	protein refolding	Q8GUM2
AT4G37910	AT4G37910.1	GO:0042623	ATPase activity, coupled	Q8GUM2
AT4G37910	AT4G37910.1	GO:0009651	response to salt stress	Q8GUM2
AT3G02830	AT3G02830.1	GO:0017148	negative regulation of translation	Q8GXX7
AT3G02830	AT3G02830.1	GO:0046872	metal ion binding	Q8GXX7
AT3G02830	AT3G02830.1	GO:0003677	DNA binding	Q8GXX7
AT3G02830	AT3G02830.1	GO:0005634	nucleus	Q8GXX7
AT3G02830	AT3G02830.1	GO:0005829	cytosol	Q8GXX7
AT3G02830	AT3G02830.1	GO:0003729	mRNA binding	Q8GXX7
AT3G02830	AT3G02830.1	GO:0090305	nucleic acid phosphodiester bond hydrolysis	Q8GXX7
AT3G02830	AT3G02830.1	GO:0003677	DNA binding	Q8GXX7
AT3G02830	AT3G02830.1	GO:0048027	mRNA 5'-UTR binding	Q8GXX7
AT3G02830	AT3G02830.1	GO:0004518	nuclease activity	Q8GXX7
AT3G02830	AT3G02830.1	GO:0010313	phytochrome binding	Q8GXX7
AT4G38440	AT4G38440.1	GO:0005634	nucleus	Q8GYU3
AT4G38440	AT4G38440.1	GO:0005634	nucleus	Q8GYU3
AT4G38440	AT4G38440.1	GO:0005737	cytoplasm	Q8GYU3
AT4G38440	AT4G38440.1	GO:0030154	cell differentiation	Q8GYU3
AT4G38440	AT4G38440.1	GO:0030154	cell differentiation	Q8GYU3
AT2G25150	AT2G25150.1	GO:0016740	transferase activity	Q8GYW8
AT2G25150	AT2G25150.1	GO:0016746	transferase activity, transferring acyl groups	Q8GYW8
AT2G25150	AT2G25150.1	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	Q8GYW8
AT2G25150	AT2G25150.1	GO:0006596	polyamine biosynthetic process	Q8GYW8
AT2G25150	AT2G25150.1	GO:0016410	N-acyltransferase activity	Q8GYW8
AT2G25150	AT2G25150.1	GO:0008216	spermidine metabolic process	Q8GYW8
AT2G25150	AT2G25150.1	GO:0080073	spermidine:coumaroyl CoA N-acyltransferase activity	Q8GYW8
AT1G20920	AT1G20920.1	GO:0003676	nucleic acid binding	Q8H0U8
AT1G20920	AT1G20920.1	GO:0000166	nucleotide binding	Q8H0U8
AT1G20920	AT1G20920.1	GO:0005524	ATP binding	Q8H0U8
AT1G20920	AT1G20920.1	GO:0016787	hydrolase activity	Q8H0U8
AT1G20920	AT1G20920.1	GO:0005634	nucleus	Q8H0U8
AT1G20920	AT1G20920.1	GO:0004386	helicase activity	Q8H0U8
AT1G20920	AT1G20920.1	GO:0003723	RNA binding	Q8H0U8
AT1G20920	AT1G20920.1	GO:0005634	nucleus	Q8H0U8
AT1G20920	AT1G20920.1	GO:0000398	mRNA splicing, via spliceosome	Q8H0U8
AT1G20920	AT1G20920.1	GO:0003723	RNA binding	Q8H0U8
AT1G20920	AT1G20920.1	GO:0003724	RNA helicase activity	Q8H0U8
AT1G20920	AT1G20920.1	GO:0003724	RNA helicase activity	Q8H0U8
AT1G20920	AT1G20920.5	GO:0003676	nucleic acid binding	Q8H0U8
AT1G20920	AT1G20920.5	GO:0000166	nucleotide binding	Q8H0U8
AT1G20920	AT1G20920.5	GO:0005524	ATP binding	Q8H0U8
AT1G20920	AT1G20920.5	GO:0016787	hydrolase activity	Q8H0U8
AT1G20920	AT1G20920.5	GO:0005634	nucleus	Q8H0U8
AT1G20920	AT1G20920.5	GO:0004386	helicase activity	Q8H0U8
AT1G20920	AT1G20920.5	GO:0003723	RNA binding	Q8H0U8
AT1G20920	AT1G20920.5	GO:0005634	nucleus	Q8H0U8
AT1G20920	AT1G20920.5	GO:0000398	mRNA splicing, via spliceosome	Q8H0U8
AT1G20920	AT1G20920.5	GO:0003723	RNA binding	Q8H0U8
AT1G20920	AT1G20920.5	GO:0003724	RNA helicase activity	Q8H0U8
AT1G20920	AT1G20920.5	GO:0003724	RNA helicase activity	Q8H0U8
AT1G20920	AT1G20920.7	GO:0003676	nucleic acid binding	Q8H0U8
AT1G20920	AT1G20920.7	GO:0000166	nucleotide binding	Q8H0U8
AT1G20920	AT1G20920.7	GO:0005524	ATP binding	Q8H0U8
AT1G20920	AT1G20920.7	GO:0016787	hydrolase activity	Q8H0U8
AT1G20920	AT1G20920.7	GO:0005634	nucleus	Q8H0U8
AT1G20920	AT1G20920.7	GO:0004386	helicase activity	Q8H0U8
AT1G20920	AT1G20920.7	GO:0003723	RNA binding	Q8H0U8
AT1G20920	AT1G20920.7	GO:0005634	nucleus	Q8H0U8
AT1G20920	AT1G20920.7	GO:0000398	mRNA splicing, via spliceosome	Q8H0U8
AT1G20920	AT1G20920.7	GO:0003723	RNA binding	Q8H0U8
AT1G20920	AT1G20920.7	GO:0003724	RNA helicase activity	Q8H0U8
AT1G20920	AT1G20920.7	GO:0003724	RNA helicase activity	Q8H0U8
AT1G20920	AT1G20920.3	GO:0003676	nucleic acid binding	Q8H0U8
AT1G20920	AT1G20920.3	GO:0000166	nucleotide binding	Q8H0U8
AT1G20920	AT1G20920.3	GO:0005524	ATP binding	Q8H0U8
AT1G20920	AT1G20920.3	GO:0016787	hydrolase activity	Q8H0U8
AT1G20920	AT1G20920.3	GO:0005634	nucleus	Q8H0U8
AT1G20920	AT1G20920.3	GO:0004386	helicase activity	Q8H0U8
AT1G20920	AT1G20920.3	GO:0003723	RNA binding	Q8H0U8
AT1G20920	AT1G20920.3	GO:0005634	nucleus	Q8H0U8
AT1G20920	AT1G20920.3	GO:0000398	mRNA splicing, via spliceosome	Q8H0U8
AT1G20920	AT1G20920.3	GO:0003723	RNA binding	Q8H0U8
AT1G20920	AT1G20920.3	GO:0003724	RNA helicase activity	Q8H0U8
AT1G20920	AT1G20920.3	GO:0003724	RNA helicase activity	Q8H0U8
AT1G20920	AT1G20920.6	GO:0003676	nucleic acid binding	Q8H0U8
AT1G20920	AT1G20920.6	GO:0000166	nucleotide binding	Q8H0U8
AT1G20920	AT1G20920.6	GO:0005524	ATP binding	Q8H0U8
AT1G20920	AT1G20920.6	GO:0016787	hydrolase activity	Q8H0U8
AT1G20920	AT1G20920.6	GO:0005634	nucleus	Q8H0U8
AT1G20920	AT1G20920.6	GO:0004386	helicase activity	Q8H0U8
AT1G20920	AT1G20920.6	GO:0003723	RNA binding	Q8H0U8
AT1G20920	AT1G20920.6	GO:0005634	nucleus	Q8H0U8
AT1G20920	AT1G20920.6	GO:0000398	mRNA splicing, via spliceosome	Q8H0U8
AT1G20920	AT1G20920.6	GO:0003723	RNA binding	Q8H0U8
AT1G20920	AT1G20920.6	GO:0003724	RNA helicase activity	Q8H0U8
AT1G20920	AT1G20920.6	GO:0003724	RNA helicase activity	Q8H0U8
AT1G20920	AT1G20920.4	GO:0003676	nucleic acid binding	Q8H0U8
AT1G20920	AT1G20920.4	GO:0000166	nucleotide binding	Q8H0U8
AT1G20920	AT1G20920.4	GO:0005524	ATP binding	Q8H0U8
AT1G20920	AT1G20920.4	GO:0016787	hydrolase activity	Q8H0U8
AT1G20920	AT1G20920.4	GO:0005634	nucleus	Q8H0U8
AT1G20920	AT1G20920.4	GO:0004386	helicase activity	Q8H0U8
AT1G20920	AT1G20920.4	GO:0003723	RNA binding	Q8H0U8
AT1G20920	AT1G20920.4	GO:0005634	nucleus	Q8H0U8
AT1G20920	AT1G20920.4	GO:0000398	mRNA splicing, via spliceosome	Q8H0U8
AT1G20920	AT1G20920.4	GO:0003723	RNA binding	Q8H0U8
AT1G20920	AT1G20920.4	GO:0003724	RNA helicase activity	Q8H0U8
AT1G20920	AT1G20920.4	GO:0003724	RNA helicase activity	Q8H0U8
AT4G02790	AT4G02790.1	GO:0009507	chloroplast	Q8H1F6
AT4G02790	AT4G02790.1	GO:0009536	plastid	Q8H1F6
AT4G02790	AT4G02790.1	GO:0000166	nucleotide binding	Q8H1F6
AT4G02790	AT4G02790.1	GO:0005525	GTP binding	Q8H1F6
AT4G02790	AT4G02790.1	GO:0009507	chloroplast	Q8H1F6
AT4G02790	AT4G02790.1	GO:0003924	GTPase activity	Q8H1F6
AT4G02790	AT4G02790.1	GO:0003924	GTPase activity	Q8H1F6
AT4G02790	AT4G02790.1	GO:0005739	mitochondrion	Q8H1F6
AT4G34680	AT4G34680.2	GO:0043565	sequence-specific DNA binding	Q8L4M6
AT4G34680	AT4G34680.2	GO:0006355	regulation of transcription, DNA-templated	Q8L4M6
AT4G34680	AT4G34680.2	GO:0003677	DNA binding	Q8L4M6
AT4G34680	AT4G34680.2	GO:0046872	metal ion binding	Q8L4M6
AT4G34680	AT4G34680.2	GO:0005634	nucleus	Q8L4M6
AT4G34680	AT4G34680.2	GO:0008270	zinc ion binding	Q8L4M6
AT4G34680	AT4G34680.2	GO:0005634	nucleus	Q8L4M6
AT4G34680	AT4G34680.2	GO:0003700	DNA-binding transcription factor activity	Q8L4M6
AT4G34680	AT4G34680.2	GO:0005730	nucleolus	Q8L4M6
AT4G34680	AT4G34680.2	GO:0045893	positive regulation of transcription, DNA-templated	Q8L4M6
AT4G34680	AT4G34680.2	GO:0007623	circadian rhythm	Q8L4M6
AT4G34680	AT4G34680.2	GO:0044212	transcription regulatory region DNA binding	Q8L4M6
AT4G34680	AT4G34680.2	GO:0005634	nucleus	Q8L4M6
AT4G34680	AT4G34680.2	GO:0030154	cell differentiation	Q8L4M6
AT4G34680	AT4G34680.2	GO:0003700	DNA-binding transcription factor activity	Q8L4M6
AT4G34680	AT4G34680.2	GO:0043565	sequence-specific DNA binding	Q8L4M6
AT4G34680	AT4G34680.1	GO:0043565	sequence-specific DNA binding	Q8L4M6
AT4G34680	AT4G34680.1	GO:0006355	regulation of transcription, DNA-templated	Q8L4M6
AT4G34680	AT4G34680.1	GO:0003677	DNA binding	Q8L4M6
AT4G34680	AT4G34680.1	GO:0046872	metal ion binding	Q8L4M6
AT4G34680	AT4G34680.1	GO:0005634	nucleus	Q8L4M6
AT4G34680	AT4G34680.1	GO:0008270	zinc ion binding	Q8L4M6
AT4G34680	AT4G34680.1	GO:0005634	nucleus	Q8L4M6
AT4G34680	AT4G34680.1	GO:0003700	DNA-binding transcription factor activity	Q8L4M6
AT4G34680	AT4G34680.1	GO:0005730	nucleolus	Q8L4M6
AT4G34680	AT4G34680.1	GO:0045893	positive regulation of transcription, DNA-templated	Q8L4M6
AT4G34680	AT4G34680.1	GO:0007623	circadian rhythm	Q8L4M6
AT4G34680	AT4G34680.1	GO:0044212	transcription regulatory region DNA binding	Q8L4M6
AT4G34680	AT4G34680.1	GO:0005634	nucleus	Q8L4M6
AT4G34680	AT4G34680.1	GO:0030154	cell differentiation	Q8L4M6
AT4G34680	AT4G34680.1	GO:0003700	DNA-binding transcription factor activity	Q8L4M6
AT4G34680	AT4G34680.1	GO:0043565	sequence-specific DNA binding	Q8L4M6
AT4G15630	AT4G15630.1	GO:0043424	protein histidine kinase binding	Q8L8Z1
AT4G15630	AT4G15630.1	GO:0009506	plasmodesma	Q8L8Z1
AT4G15630	AT4G15630.1	GO:0005886	plasma membrane	Q8L8Z1
AT4G15630	AT4G15630.1	GO:0005886	plasma membrane	Q8L8Z1
AT4G15630	AT4G15630.1	GO:0016020	membrane	Q8L8Z1
AT4G15630	AT4G15630.1	GO:0016021	integral component of membrane	Q8L8Z1
AT4G15630	AT4G15630.1	GO:0005515	protein binding	Q8L8Z1
AT4G15630	AT4G15630.1	GO:0005886	plasma membrane	Q8L8Z1
AT4G15630	AT4G15630.1	GO:0051539	4 iron, 4 sulfur cluster binding	Q8L8Z1
AT4G15630	AT4G15630.1	GO:0007043	cell-cell junction assembly	Q8L8Z1
AT4G15630	AT4G15630.1	GO:0042545	cell wall modification	Q8L8Z1
AT4G15630	AT4G15630.1	GO:0048226	Casparian strip	Q8L8Z1
AT4G13720	AT4G13720.1	GO:0009117	nucleotide metabolic process	Q8L968
AT4G13720	AT4G13720.1	GO:0035529	NADH pyrophosphatase activity	Q8L968
AT4G13720	AT4G13720.1	GO:0004551	nucleotide diphosphatase activity	Q8L968
AT4G13720	AT4G13720.1	GO:0046872	metal ion binding	Q8L968
AT4G13720	AT4G13720.1	GO:0000166	nucleotide binding	Q8L968
AT4G13720	AT4G13720.1	GO:0016787	hydrolase activity	Q8L968
AT4G13720	AT4G13720.1	GO:0005737	cytoplasm	Q8L968
AT4G13720	AT4G13720.1	GO:0047429	nucleoside-triphosphate diphosphatase activity	Q8L968
AT4G13720	AT4G13720.1	GO:0009143	nucleoside triphosphate catabolic process	Q8L968
AT4G13720	AT4G13720.1	GO:0009204	deoxyribonucleoside triphosphate catabolic process	Q8L968
AT4G13720	AT4G13720.1	GO:0005737	cytoplasm	Q8L968
AT4G13720	AT4G13720.1	GO:0047429	nucleoside-triphosphate diphosphatase activity	Q8L968
AT4G13720	AT4G13720.1	GO:0009143	nucleoside triphosphate catabolic process	Q8L968
AT3G21090	AT3G21090.1	GO:0080167	response to karrikin	Q8RWI9
AT3G21090	AT3G21090.1	GO:0016020	membrane	Q8RWI9
AT3G21090	AT3G21090.1	GO:0016021	integral component of membrane	Q8RWI9
AT3G21090	AT3G21090.1	GO:0000166	nucleotide binding	Q8RWI9
AT3G21090	AT3G21090.1	GO:0005524	ATP binding	Q8RWI9
AT3G21090	AT3G21090.1	GO:0016887	ATPase activity	Q8RWI9
AT3G21090	AT3G21090.1	GO:0005886	plasma membrane	Q8RWI9
AT3G21090	AT3G21090.1	GO:0055085	transmembrane transport	Q8RWI9
AT3G21090	AT3G21090.1	GO:0042626	ATPase-coupled transmembrane transporter activity	Q8RWI9
AT3G06810	AT3G06810.1	GO:0048767	root hair elongation	Q8RWZ3
AT3G06810	AT3G06810.1	GO:0016491	oxidoreductase activity	Q8RWZ3
AT3G06810	AT3G06810.1	GO:0055114	oxidation-reduction process	Q8RWZ3
AT3G06810	AT3G06810.1	GO:0050660	flavin adenine dinucleotide binding	Q8RWZ3
AT3G06810	AT3G06810.1	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	Q8RWZ3
AT3G06810	AT3G06810.1	GO:0006629	lipid metabolic process	Q8RWZ3
AT3G06810	AT3G06810.1	GO:0006631	fatty acid metabolic process	Q8RWZ3
AT3G06810	AT3G06810.1	GO:0005777	peroxisome	Q8RWZ3
AT3G57300	AT3G57300.4	GO:0032508	DNA duplex unwinding	Q8RXS6
AT3G57300	AT3G57300.4	GO:0003677	DNA binding	Q8RXS6
AT3G57300	AT3G57300.4	GO:0000166	nucleotide binding	Q8RXS6
AT3G57300	AT3G57300.4	GO:0005524	ATP binding	Q8RXS6
AT3G57300	AT3G57300.4	GO:0016787	hydrolase activity	Q8RXS6
AT3G57300	AT3G57300.4	GO:0005634	nucleus	Q8RXS6
AT3G57300	AT3G57300.4	GO:0006338	chromatin remodeling	Q8RXS6
AT3G57300	AT3G57300.4	GO:0006281	DNA repair	Q8RXS6
AT3G57300	AT3G57300.4	GO:0006351	transcription, DNA-templated	Q8RXS6
AT3G57300	AT3G57300.4	GO:0016887	ATPase activity	Q8RXS6
AT3G57300	AT3G57300.4	GO:0031011	Ino80 complex	Q8RXS6
AT3G57300	AT3G57300.4	GO:0006974	cellular response to DNA damage stimulus	Q8RXS6
AT3G57300	AT3G57300.4	GO:0006281	DNA repair	Q8RXS6
AT3G57300	AT3G57300.4	GO:0016887	ATPase activity	Q8RXS6
AT3G57300	AT3G57300.4	GO:0042393	histone binding	Q8RXS6
AT3G57300	AT3G57300.4	GO:0006338	chromatin remodeling	Q8RXS6
AT3G57300	AT3G57300.4	GO:0043044	ATP-dependent chromatin remodeling	Q8RXS6
AT3G57300	AT3G57300.4	GO:0031011	Ino80 complex	Q8RXS6
AT3G57300	AT3G57300.4	GO:0042766	nucleosome mobilization	Q8RXS6
AT3G57300	AT3G57300.4	GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	Q8RXS6
AT3G57300	AT3G57300.1	GO:0032508	DNA duplex unwinding	Q8RXS6
AT3G57300	AT3G57300.1	GO:0003677	DNA binding	Q8RXS6
AT3G57300	AT3G57300.1	GO:0000166	nucleotide binding	Q8RXS6
AT3G57300	AT3G57300.1	GO:0005524	ATP binding	Q8RXS6
AT3G57300	AT3G57300.1	GO:0016787	hydrolase activity	Q8RXS6
AT3G57300	AT3G57300.1	GO:0005634	nucleus	Q8RXS6
AT3G57300	AT3G57300.1	GO:0006338	chromatin remodeling	Q8RXS6
AT3G57300	AT3G57300.1	GO:0006281	DNA repair	Q8RXS6
AT3G57300	AT3G57300.1	GO:0006351	transcription, DNA-templated	Q8RXS6
AT3G57300	AT3G57300.1	GO:0016887	ATPase activity	Q8RXS6
AT3G57300	AT3G57300.1	GO:0031011	Ino80 complex	Q8RXS6
AT3G57300	AT3G57300.1	GO:0006974	cellular response to DNA damage stimulus	Q8RXS6
AT3G57300	AT3G57300.1	GO:0006281	DNA repair	Q8RXS6
AT3G57300	AT3G57300.1	GO:0016887	ATPase activity	Q8RXS6
AT3G57300	AT3G57300.1	GO:0042393	histone binding	Q8RXS6
AT3G57300	AT3G57300.1	GO:0006338	chromatin remodeling	Q8RXS6
AT3G57300	AT3G57300.1	GO:0043044	ATP-dependent chromatin remodeling	Q8RXS6
AT3G57300	AT3G57300.1	GO:0031011	Ino80 complex	Q8RXS6
AT3G57300	AT3G57300.1	GO:0042766	nucleosome mobilization	Q8RXS6
AT3G57300	AT3G57300.1	GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	Q8RXS6
AT3G62660	AT3G62660.1	GO:0045489	pectin biosynthetic process	Q8VYF4
AT3G62660	AT3G62660.1	GO:0071555	cell wall organization	Q8VYF4
AT3G62660	AT3G62660.1	GO:0016757	transferase activity, transferring glycosyl groups	Q8VYF4
AT3G62660	AT3G62660.1	GO:0016740	transferase activity	Q8VYF4
AT3G62660	AT3G62660.1	GO:0016020	membrane	Q8VYF4
AT3G62660	AT3G62660.1	GO:0016021	integral component of membrane	Q8VYF4
AT3G62660	AT3G62660.1	GO:0005794	Golgi apparatus	Q8VYF4
AT3G62660	AT3G62660.1	GO:0000139	Golgi membrane	Q8VYF4
AT3G62660	AT3G62660.1	GO:0005794	Golgi apparatus	Q8VYF4
AT3G62660	AT3G62660.1	GO:0005794	Golgi apparatus	Q8VYF4
AT3G62660	AT3G62660.1	GO:0047262	polygalacturonate 4-alpha-galacturonosyltransferase activity	Q8VYF4
AT2G01890	AT2G01890.1	GO:0016787	hydrolase activity	Q8VYZ2
AT2G01890	AT2G01890.1	GO:0046872	metal ion binding	Q8VYZ2
AT2G01890	AT2G01890.1	GO:0005576	extracellular region	Q8VYZ2
AT2G01890	AT2G01890.1	GO:0016311	dephosphorylation	Q8VYZ2
AT2G01890	AT2G01890.1	GO:0003993	acid phosphatase activity	Q8VYZ2
AT2G01890	AT2G01890.1	GO:0008198	ferrous iron binding	Q8VYZ2
AT2G01890	AT2G01890.1	GO:0003993	acid phosphatase activity	Q8VYZ2
AT2G01890	AT2G01890.1	GO:0003993	acid phosphatase activity	Q8VYZ2
AT2G01890	AT2G01890.1	GO:0016311	dephosphorylation	Q8VYZ2
AT2G01890	AT2G01890.1	GO:0008199	ferric iron binding	Q8VYZ2
AT3G16910	AT3G16910.1	GO:0003824	catalytic activity	Q8VZF1
AT3G16910	AT3G16910.1	GO:0016874	ligase activity	Q8VZF1
AT3G16910	AT3G16910.1	GO:0005829	cytosol	Q8VZF1
AT3G16910	AT3G16910.1	GO:0005777	peroxisome	Q8VZF1
AT3G16910	AT3G16910.1	GO:0006629	lipid metabolic process	Q8VZF1
AT3G16910	AT3G16910.1	GO:0006631	fatty acid metabolic process	Q8VZF1
AT3G16910	AT3G16910.1	GO:0003987	acetate-CoA ligase activity	Q8VZF1
AT3G16910	AT3G16910.1	GO:0003987	acetate-CoA ligase activity	Q8VZF1
AT3G16910	AT3G16910.1	GO:0005777	peroxisome	Q8VZF1
AT3G16910	AT3G16910.1	GO:0006083	acetate metabolic process	Q8VZF1
AT3G16910	AT3G16910.1	GO:0047760	butyrate-CoA ligase activity	Q8VZF1
AT3G16910	AT3G16910.1	GO:0047760	butyrate-CoA ligase activity	Q8VZF1
AT3G16910	AT3G16910.1	GO:0006097	glyoxylate cycle	Q8VZF1
AT3G16910	AT3G16910.1	GO:0019605	butyrate metabolic process	Q8VZF1
AT4G40070	AT4G40070.1	GO:0016740	transferase activity	Q8W571
AT4G40070	AT4G40070.1	GO:0046872	metal ion binding	Q8W571
AT4G40070	AT4G40070.1	GO:0016020	membrane	Q8W571
AT4G40070	AT4G40070.1	GO:0016021	integral component of membrane	Q8W571
AT4G40070	AT4G40070.1	GO:0016567	protein ubiquitination	Q8W571
AT3G03310	AT3G03310.1	GO:0031090	organelle membrane	Q93V61
AT3G03310	AT3G03310.1	GO:0016020	membrane	Q93V61
AT3G03310	AT3G03310.1	GO:0016787	hydrolase activity	Q93V61
AT3G03310	AT3G03310.1	GO:0005783	endoplasmic reticulum	Q93V61
AT3G03310	AT3G03310.1	GO:0006629	lipid metabolic process	Q93V61
AT3G03310	AT3G03310.1	GO:0016042	lipid catabolic process	Q93V61
AT3G03310	AT3G03310.1	GO:0008374	O-acyltransferase activity	Q93V61
AT3G03310	AT3G03310.1	GO:0043231	intracellular membrane-bounded organelle	Q93V61
AT3G03310	AT3G03310.1	GO:0008970	phospholipase A1 activity	Q93V61
AT3G03310	AT3G03310.1	GO:0052739	phosphatidylserine 1-acylhydrolase activity	Q93V61
AT3G03310	AT3G03310.1	GO:0052740	1-acyl-2-lysophosphatidylserine acylhydrolase activity	Q93V61
AT4G27830	AT4G27830.1	GO:0046283	anthocyanin-containing compound metabolic process	Q93ZI4
AT4G27830	AT4G27830.1	GO:0102483	scopolin beta-glucosidase activity	Q93ZI4
AT4G27830	AT4G27830.1	GO:0005773	vacuole	Q93ZI4
AT4G27830	AT4G27830.1	GO:0016787	hydrolase activity	Q93ZI4
AT4G27830	AT4G27830.1	GO:0005975	carbohydrate metabolic process	Q93ZI4
AT4G27830	AT4G27830.1	GO:0016798	hydrolase activity, acting on glycosyl bonds	Q93ZI4
AT4G27830	AT4G27830.1	GO:0008152	metabolic process	Q93ZI4
AT4G27830	AT4G27830.1	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	Q93ZI4
AT4G27830	AT4G27830.1	GO:0008422	beta-glucosidase activity	Q93ZI4
AT4G27830	AT4G27830.1	GO:0008422	beta-glucosidase activity	Q93ZI4
AT5G27320	AT5G27320.1	GO:0009939	positive regulation of gibberellic acid mediated signaling pathway	Q940G6
AT5G27320	AT5G27320.1	GO:0010325	raffinose family oligosaccharide biosynthetic process	Q940G6
AT5G27320	AT5G27320.1	GO:0048530	fruit morphogenesis	Q940G6
AT5G27320	AT5G27320.1	GO:0048444	floral organ morphogenesis	Q940G6
AT5G27320	AT5G27320.1	GO:0009739	response to gibberellin	Q940G6
AT5G27320	AT5G27320.1	GO:0010629	negative regulation of gene expression	Q940G6
AT5G27320	AT5G27320.1	GO:0016787	hydrolase activity	Q940G6
AT5G27320	AT5G27320.1	GO:0005634	nucleus	Q940G6
AT5G27320	AT5G27320.1	GO:0005515	protein binding	Q940G6
AT5G27320	AT5G27320.1	GO:0005737	cytoplasm	Q940G6
AT5G27320	AT5G27320.1	GO:0005634	nucleus	Q940G6
AT5G27320	AT5G27320.1	GO:0016787	hydrolase activity	Q940G6
AT5G27320	AT5G27320.1	GO:0010476	gibberellin mediated signaling pathway	Q940G6
AT5G27320	AT5G27320.1	GO:0010331	gibberellin binding	Q940G6
AT5G27320	AT5G27320.1	GO:0009939	positive regulation of gibberellic acid mediated signaling pathway	Q940G6
AT5G27320	AT5G27320.1	GO:0048444	floral organ morphogenesis	Q940G6
AT5G27320	AT5G27320.1	GO:0009056	catabolic process	Q940G6
AT5G21160	AT5G21160.1	GO:0005844	polysome	Q940X9
AT5G21160	AT5G21160.1	GO:0010286	heat acclimation	Q940X9
AT5G21160	AT5G21160.1	GO:0000932	P-body	Q940X9
AT5G21160	AT5G21160.1	GO:0003723	RNA binding	Q940X9
AT5G21160	AT5G21160.1	GO:0005737	cytoplasm	Q940X9
AT5G21160	AT5G21160.1	GO:0005829	cytosol	Q940X9
AT5G21160	AT5G21160.1	GO:0005829	cytosol	Q940X9
AT5G21160	AT5G21160.1	GO:0000932	P-body	Q940X9
AT5G21160	AT5G21160.1	GO:0005515	protein binding	Q940X9
AT5G21160	AT5G21160.1	GO:0006402	mRNA catabolic process	Q940X9
AT4G22540	AT4G22540.1	GO:0032934	sterol binding	Q940Y1
AT4G22540	AT4G22540.1	GO:0015248	sterol transporter activity	Q940Y1
AT4G22540	AT4G22540.1	GO:0008289	lipid binding	Q940Y1
AT4G22540	AT4G22540.1	GO:0016020	membrane	Q940Y1
AT4G22540	AT4G22540.1	GO:0005829	cytosol	Q940Y1
AT4G22540	AT4G22540.1	GO:0043231	intracellular membrane-bounded organelle	Q940Y1
AT4G22540	AT4G22540.1	GO:0008289	lipid binding	Q940Y1
AT4G22540	AT4G22540.1	GO:0006869	lipid transport	Q940Y1
AT4G22540	AT4G22540.1	GO:0015918	sterol transport	Q940Y1
AT4G22540	AT4G22540.5	GO:0032934	sterol binding	Q940Y1
AT4G22540	AT4G22540.5	GO:0015248	sterol transporter activity	Q940Y1
AT4G22540	AT4G22540.5	GO:0008289	lipid binding	Q940Y1
AT4G22540	AT4G22540.5	GO:0016020	membrane	Q940Y1
AT4G22540	AT4G22540.5	GO:0005829	cytosol	Q940Y1
AT4G22540	AT4G22540.5	GO:0043231	intracellular membrane-bounded organelle	Q940Y1
AT4G22540	AT4G22540.5	GO:0008289	lipid binding	Q940Y1
AT4G22540	AT4G22540.5	GO:0006869	lipid transport	Q940Y1
AT4G22540	AT4G22540.5	GO:0015918	sterol transport	Q940Y1
