Gene stable ID	Transcript stable ID	GO term accession	GO term name	RefSeq peptide ID
AT5G06770	AT5G06770.4	GO:0003723	RNA binding	NP_001332009.1
AT5G06770	AT5G06770.2	GO:0003676	nucleic acid binding	NP_001332009.1
AT5G06770	AT5G06770.2	GO:0046872	metal ion binding	NP_001332009.1
AT5G06770	AT5G06770.2	GO:0003723	RNA binding	NP_001332009.1
AT5G06770	AT5G06770.3	GO:0003676	nucleic acid binding	NP_001332009.1
AT5G06770	AT5G06770.3	GO:0046872	metal ion binding	NP_001332009.1
AT5G06770	AT5G06770.3	GO:0003723	RNA binding	NP_001332009.1
AT5G20680	AT5G20680.6			NP_001332055.1
AT5G08120	AT5G08120.2	GO:0010497	plasmodesmata-mediated intercellular transport	NP_001332071.1
AT5G08120	AT5G08120.2	GO:0008017	microtubule binding	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0051493	regulation of cytoskeleton organization	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0010497	plasmodesmata-mediated intercellular transport	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0010375	stomatal complex patterning	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0051607	defense response to virus	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0003723	RNA binding	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0006952	defense response	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0008017	microtubule binding	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0005737	cytoplasm	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0005515	protein binding	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0005856	cytoskeleton	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0009414	response to water deprivation	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0043622	cortical microtubule organization	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0015630	microtubule cytoskeleton	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0002230	positive regulation of defense response to virus by host	NP_001332071.1
AT5G08120	AT5G08120.1	GO:0051224	negative regulation of protein transport	NP_001332071.1
AT2G05830	AT2G05830.1	GO:0071369	cellular response to ethylene stimulus	NP_027726.1
AT2G05830	AT2G05830.1	GO:0071732	cellular response to nitric oxide	NP_027726.1
AT2G05830	AT2G05830.1	GO:0071281	cellular response to iron ion	NP_027726.1
AT2G05830	AT2G05830.1	GO:0009506	plasmodesma	NP_027726.1
AT2G05830	AT2G05830.1	GO:0005634	nucleus	NP_027726.1
AT2G05830	AT2G05830.1	GO:0016853	isomerase activity	NP_027726.1
AT2G05830	AT2G05830.1	GO:0005739	mitochondrion	NP_027726.1
AT2G05830	AT2G05830.1	GO:0008652	cellular amino acid biosynthetic process	NP_027726.1
AT2G05830	AT2G05830.1	GO:0005737	cytoplasm	NP_027726.1
AT2G05830	AT2G05830.1	GO:0009086	methionine biosynthetic process	NP_027726.1
AT2G05830	AT2G05830.1	GO:0019509	L-methionine salvage from methylthioadenosine	NP_027726.1
AT2G05830	AT2G05830.1	GO:0044237	cellular metabolic process	NP_027726.1
AT2G05830	AT2G05830.1	GO:0044249	cellular biosynthetic process	NP_027726.1
AT2G05830	AT2G05830.1	GO:0046523	S-methyl-5-thioribose-1-phosphate isomerase activity	NP_027726.1
AT2G05830	AT2G05830.1	GO:0019284	L-methionine salvage from S-adenosylmethionine	NP_027726.1
ATCG00020	ATCG00020.1	GO:0009635	response to herbicide	NP_051039.1
ATCG00020	ATCG00020.1	GO:0010287	plastoglobule	NP_051039.1
ATCG00020	ATCG00020.1	GO:0009534	chloroplast thylakoid	NP_051039.1
ATCG00020	ATCG00020.1	GO:0019684	photosynthesis, light reaction	NP_051039.1
ATCG00020	ATCG00020.1	GO:0046872	metal ion binding	NP_051039.1
ATCG00020	ATCG00020.1	GO:0016020	membrane	NP_051039.1
ATCG00020	ATCG00020.1	GO:0016021	integral component of membrane	NP_051039.1
ATCG00020	ATCG00020.1	GO:0016491	oxidoreductase activity	NP_051039.1
ATCG00020	ATCG00020.1	GO:0015979	photosynthesis	NP_051039.1
ATCG00020	ATCG00020.1	GO:0055114	oxidation-reduction process	NP_051039.1
ATCG00020	ATCG00020.1	GO:0009507	chloroplast	NP_051039.1
ATCG00020	ATCG00020.1	GO:0009536	plastid	NP_051039.1
ATCG00020	ATCG00020.1	GO:0009535	chloroplast thylakoid membrane	NP_051039.1
ATCG00020	ATCG00020.1	GO:0009579	thylakoid	NP_051039.1
ATCG00020	ATCG00020.1	GO:0009055	electron transfer activity	NP_051039.1
ATCG00020	ATCG00020.1	GO:0005515	protein binding	NP_051039.1
ATCG00020	ATCG00020.1	GO:0005506	iron ion binding	NP_051039.1
ATCG00020	ATCG00020.1	GO:0018298	protein-chromophore linkage	NP_051039.1
ATCG00020	ATCG00020.1	GO:0016168	chlorophyll binding	NP_051039.1
ATCG00020	ATCG00020.1	GO:0009523	photosystem II	NP_051039.1
ATCG00020	ATCG00020.1	GO:0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	NP_051039.1
ATCG00020	ATCG00020.1	GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	NP_051039.1
ATCG00020	ATCG00020.1	GO:0009772	photosynthetic electron transport in photosystem II	NP_051039.1
ATCG00120	ATCG00120.1	GO:0031977	thylakoid lumen	NP_051044.1
ATCG00120	ATCG00120.1	GO:0010319	stromule	NP_051044.1
ATCG00120	ATCG00120.1	GO:0010287	plastoglobule	NP_051044.1
ATCG00120	ATCG00120.1	GO:0009409	response to cold	NP_051044.1
ATCG00120	ATCG00120.1	GO:0009534	chloroplast thylakoid	NP_051044.1
ATCG00120	ATCG00120.1	GO:0032559	adenyl ribonucleotide binding	NP_051044.1
ATCG00120	ATCG00120.1	GO:1902600	proton transmembrane transport	NP_051044.1
ATCG00120	ATCG00120.1	GO:0016020	membrane	NP_051044.1
ATCG00120	ATCG00120.1	GO:0009507	chloroplast	NP_051044.1
ATCG00120	ATCG00120.1	GO:0009536	plastid	NP_051044.1
ATCG00120	ATCG00120.1	GO:0000166	nucleotide binding	NP_051044.1
ATCG00120	ATCG00120.1	GO:0005524	ATP binding	NP_051044.1
ATCG00120	ATCG00120.1	GO:0009535	chloroplast thylakoid membrane	NP_051044.1
ATCG00120	ATCG00120.1	GO:0009579	thylakoid	NP_051044.1
ATCG00120	ATCG00120.1	GO:0015986	ATP synthesis coupled proton transport	NP_051044.1
ATCG00120	ATCG00120.1	GO:0005829	cytosol	NP_051044.1
ATCG00120	ATCG00120.1	GO:0005739	mitochondrion	NP_051044.1
ATCG00120	ATCG00120.1	GO:0006811	ion transport	NP_051044.1
ATCG00120	ATCG00120.1	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	NP_051044.1
ATCG00120	ATCG00120.1	GO:0006754	ATP biosynthetic process	NP_051044.1
ATCG00120	ATCG00120.1	GO:0046034	ATP metabolic process	NP_051044.1
ATCG00120	ATCG00120.1	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	NP_051044.1
ATCG00120	ATCG00120.1	GO:0042742	defense response to bacterium	NP_051044.1
ATCG00120	ATCG00120.1	GO:0008270	zinc ion binding	NP_051044.1
ATCG00160	ATCG00160.1	GO:0009570	chloroplast stroma	NP_051048.1
ATCG00160	ATCG00160.1	GO:0009507	chloroplast	NP_051048.1
ATCG00160	ATCG00160.1	GO:0009536	plastid	NP_051048.1
ATCG00160	ATCG00160.1	GO:0003735	structural constituent of ribosome	NP_051048.1
ATCG00160	ATCG00160.1	GO:0006412	translation	NP_051048.1
ATCG00160	ATCG00160.1	GO:0005840	ribosome	NP_051048.1
ATCG00160	ATCG00160.1	GO:0015935	small ribosomal subunit	NP_051048.1
ATCG00160	ATCG00160.1	GO:0005763	mitochondrial small ribosomal subunit	NP_051048.1
ATCG00160	ATCG00160.1	GO:0016020	membrane	NP_051048.1
ATCG00170	ATCG00170.1	GO:0009295	nucleoid	NP_051049.1
ATCG00170	ATCG00170.1	GO:0009570	chloroplast stroma	NP_051049.1
ATCG00170	ATCG00170.1	GO:0003677	DNA binding	NP_051049.1
ATCG00170	ATCG00170.1	GO:0016740	transferase activity	NP_051049.1
ATCG00170	ATCG00170.1	GO:0046872	metal ion binding	NP_051049.1
ATCG00170	ATCG00170.1	GO:0009507	chloroplast	NP_051049.1
ATCG00170	ATCG00170.1	GO:0009536	plastid	NP_051049.1
ATCG00170	ATCG00170.1	GO:0006351	transcription, DNA-templated	NP_051049.1
ATCG00170	ATCG00170.1	GO:0016779	nucleotidyltransferase activity	NP_051049.1
ATCG00170	ATCG00170.1	GO:0008270	zinc ion binding	NP_051049.1
ATCG00170	ATCG00170.1	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	NP_051049.1
ATCG00170	ATCG00170.1	GO:0042644	chloroplast nucleoid	NP_051049.1
ATCG00190	ATCG00190.1	GO:0009295	nucleoid	NP_051051.1
ATCG00190	ATCG00190.1	GO:0003677	DNA binding	NP_051051.1
ATCG00190	ATCG00190.1	GO:0016740	transferase activity	NP_051051.1
ATCG00190	ATCG00190.1	GO:0009507	chloroplast	NP_051051.1
ATCG00190	ATCG00190.1	GO:0009536	plastid	NP_051051.1
ATCG00190	ATCG00190.1	GO:0006351	transcription, DNA-templated	NP_051051.1
ATCG00190	ATCG00190.1	GO:0016779	nucleotidyltransferase activity	NP_051051.1
ATCG00190	ATCG00190.1	GO:0005515	protein binding	NP_051051.1
ATCG00190	ATCG00190.1	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	NP_051051.1
ATCG00190	ATCG00190.1	GO:0032549	ribonucleoside binding	NP_051051.1
ATCG00190	ATCG00190.1	GO:0042644	chloroplast nucleoid	NP_051051.1
ATCG00190	ATCG00190.1	GO:0006354	DNA-templated transcription, elongation	NP_051051.1
ATCG00270	ATCG00270.1	GO:0010287	plastoglobule	NP_051054.1
ATCG00270	ATCG00270.1	GO:0009534	chloroplast thylakoid	NP_051054.1
ATCG00270	ATCG00270.1	GO:0019684	photosynthesis, light reaction	NP_051054.1
ATCG00270	ATCG00270.1	GO:0046872	metal ion binding	NP_051054.1
ATCG00270	ATCG00270.1	GO:0016020	membrane	NP_051054.1
ATCG00270	ATCG00270.1	GO:0016021	integral component of membrane	NP_051054.1
ATCG00270	ATCG00270.1	GO:0016491	oxidoreductase activity	NP_051054.1
ATCG00270	ATCG00270.1	GO:0015979	photosynthesis	NP_051054.1
ATCG00270	ATCG00270.1	GO:0055114	oxidation-reduction process	NP_051054.1
ATCG00270	ATCG00270.1	GO:0009507	chloroplast	NP_051054.1
ATCG00270	ATCG00270.1	GO:0009536	plastid	NP_051054.1
ATCG00270	ATCG00270.1	GO:0009535	chloroplast thylakoid membrane	NP_051054.1
ATCG00270	ATCG00270.1	GO:0009579	thylakoid	NP_051054.1
ATCG00270	ATCG00270.1	GO:0009055	electron transfer activity	NP_051054.1
ATCG00270	ATCG00270.1	GO:0009523	photosystem II	NP_051054.1
ATCG00270	ATCG00270.1	GO:0005506	iron ion binding	NP_051054.1
ATCG00270	ATCG00270.1	GO:0018298	protein-chromophore linkage	NP_051054.1
ATCG00270	ATCG00270.1	GO:0016168	chlorophyll binding	NP_051054.1
ATCG00270	ATCG00270.1	GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	NP_051054.1
ATCG00270	ATCG00270.1	GO:0009772	photosynthetic electron transport in photosystem II	NP_051054.1
ATCG00270	ATCG00270.1	GO:0005515	protein binding	NP_051054.1
ATCG00270	ATCG00270.1	GO:0030096	plasma membrane-derived thylakoid photosystem II	NP_051054.1
ATCG00280	ATCG00280.1	GO:0009533	chloroplast stromal thylakoid	NP_051055.1
ATCG00280	ATCG00280.1	GO:0010287	plastoglobule	NP_051055.1
ATCG00280	ATCG00280.1	GO:0009534	chloroplast thylakoid	NP_051055.1
ATCG00280	ATCG00280.1	GO:0009521	photosystem	NP_051055.1
ATCG00280	ATCG00280.1	GO:0019684	photosynthesis, light reaction	NP_051055.1
ATCG00280	ATCG00280.1	GO:0046872	metal ion binding	NP_051055.1
ATCG00280	ATCG00280.1	GO:0016020	membrane	NP_051055.1
ATCG00280	ATCG00280.1	GO:0016021	integral component of membrane	NP_051055.1
ATCG00280	ATCG00280.1	GO:0015979	photosynthesis	NP_051055.1
ATCG00280	ATCG00280.1	GO:0009507	chloroplast	NP_051055.1
ATCG00280	ATCG00280.1	GO:0009536	plastid	NP_051055.1
ATCG00280	ATCG00280.1	GO:0009535	chloroplast thylakoid membrane	NP_051055.1
ATCG00280	ATCG00280.1	GO:0009579	thylakoid	NP_051055.1
ATCG00280	ATCG00280.1	GO:0009523	photosystem II	NP_051055.1
ATCG00280	ATCG00280.1	GO:0018298	protein-chromophore linkage	NP_051055.1
ATCG00280	ATCG00280.1	GO:0016168	chlorophyll binding	NP_051055.1
ATCG00280	ATCG00280.1	GO:0009767	photosynthetic electron transport chain	NP_051055.1
ATCG00280	ATCG00280.1	GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	NP_051055.1
ATCG00280	ATCG00280.1	GO:0009772	photosynthetic electron transport in photosystem II	NP_051055.1
ATCG00280	ATCG00280.1	GO:0005515	protein binding	NP_051055.1
ATCG00280	ATCG00280.1	GO:0009539	photosystem II reaction center	NP_051055.1
ATCG00340	ATCG00340.1	GO:0010287	plastoglobule	NP_051058.1
ATCG00340	ATCG00340.1	GO:0009941	chloroplast envelope	NP_051058.1
ATCG00340	ATCG00340.1	GO:0009534	chloroplast thylakoid	NP_051058.1
ATCG00340	ATCG00340.1	GO:0051539	4 iron, 4 sulfur cluster binding	NP_051058.1
ATCG00340	ATCG00340.1	GO:0046872	metal ion binding	NP_051058.1
ATCG00340	ATCG00340.1	GO:0016020	membrane	NP_051058.1
ATCG00340	ATCG00340.1	GO:0016021	integral component of membrane	NP_051058.1
ATCG00340	ATCG00340.1	GO:0016491	oxidoreductase activity	NP_051058.1
ATCG00340	ATCG00340.1	GO:0015979	photosynthesis	NP_051058.1
ATCG00340	ATCG00340.1	GO:0055114	oxidation-reduction process	NP_051058.1
ATCG00340	ATCG00340.1	GO:0009507	chloroplast	NP_051058.1
ATCG00340	ATCG00340.1	GO:0009536	plastid	NP_051058.1
ATCG00340	ATCG00340.1	GO:0000287	magnesium ion binding	NP_051058.1
ATCG00340	ATCG00340.1	GO:0009535	chloroplast thylakoid membrane	NP_051058.1
ATCG00340	ATCG00340.1	GO:0009579	thylakoid	NP_051058.1
ATCG00340	ATCG00340.1	GO:0022900	electron transport chain	NP_051058.1
ATCG00340	ATCG00340.1	GO:0009055	electron transfer activity	NP_051058.1
ATCG00340	ATCG00340.1	GO:0051536	iron-sulfur cluster binding	NP_051058.1
ATCG00340	ATCG00340.1	GO:0009522	photosystem I	NP_051058.1
ATCG00340	ATCG00340.1	GO:0018298	protein-chromophore linkage	NP_051058.1
ATCG00340	ATCG00340.1	GO:0016168	chlorophyll binding	NP_051058.1
ATCG00480	ATCG00480.1	GO:0031977	thylakoid lumen	NP_051066.1
ATCG00480	ATCG00480.1	GO:0010319	stromule	NP_051066.1
ATCG00480	ATCG00480.1	GO:0010287	plastoglobule	NP_051066.1
ATCG00480	ATCG00480.1	GO:0009817	defense response to fungus, incompatible interaction	NP_051066.1
ATCG00480	ATCG00480.1	GO:0009409	response to cold	NP_051066.1
ATCG00480	ATCG00480.1	GO:0009570	chloroplast stroma	NP_051066.1
ATCG00480	ATCG00480.1	GO:0009534	chloroplast thylakoid	NP_051066.1
ATCG00480	ATCG00480.1	GO:1902600	proton transmembrane transport	NP_051066.1
ATCG00480	ATCG00480.1	GO:0016020	membrane	NP_051066.1
ATCG00480	ATCG00480.1	GO:0009507	chloroplast	NP_051066.1
ATCG00480	ATCG00480.1	GO:0009536	plastid	NP_051066.1
ATCG00480	ATCG00480.1	GO:0000166	nucleotide binding	NP_051066.1
ATCG00480	ATCG00480.1	GO:0005524	ATP binding	NP_051066.1
ATCG00480	ATCG00480.1	GO:0009535	chloroplast thylakoid membrane	NP_051066.1
ATCG00480	ATCG00480.1	GO:0009579	thylakoid	NP_051066.1
ATCG00480	ATCG00480.1	GO:0015986	ATP synthesis coupled proton transport	NP_051066.1
ATCG00480	ATCG00480.1	GO:0006811	ion transport	NP_051066.1
ATCG00480	ATCG00480.1	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	NP_051066.1
ATCG00480	ATCG00480.1	GO:0006754	ATP biosynthetic process	NP_051066.1
ATCG00480	ATCG00480.1	GO:0046034	ATP metabolic process	NP_051066.1
ATCG00480	ATCG00480.1	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	NP_051066.1
ATCG00480	ATCG00480.1	GO:0005618	cell wall	NP_051066.1
ATCG00480	ATCG00480.1	GO:0008270	zinc ion binding	NP_051066.1
ATCG00480	ATCG00480.1	GO:0016887	ATPase activity	NP_051066.1
ATCG00480	ATCG00480.1	GO:0009544	chloroplast ATP synthase complex	NP_051066.1
ATCG00490	ATCG00490.1	GO:0019253	reductive pentose-phosphate cycle	NP_051067.1
ATCG00490	ATCG00490.1	GO:0009853	photorespiration	NP_051067.1
ATCG00490	ATCG00490.1	GO:0010287	plastoglobule	NP_051067.1
ATCG00490	ATCG00490.1	GO:0046686	response to cadmium ion	NP_051067.1
ATCG00490	ATCG00490.1	GO:0022626	cytosolic ribosome	NP_051067.1
ATCG00490	ATCG00490.1	GO:0009941	chloroplast envelope	NP_051067.1
ATCG00490	ATCG00490.1	GO:0009570	chloroplast stroma	NP_051067.1
ATCG00490	ATCG00490.1	GO:0046872	metal ion binding	NP_051067.1
ATCG00490	ATCG00490.1	GO:0004497	monooxygenase activity	NP_051067.1
ATCG00490	ATCG00490.1	GO:0016491	oxidoreductase activity	NP_051067.1
ATCG00490	ATCG00490.1	GO:0016829	lyase activity	NP_051067.1
ATCG00490	ATCG00490.1	GO:0016984	ribulose-bisphosphate carboxylase activity	NP_051067.1
ATCG00490	ATCG00490.1	GO:0015977	carbon fixation	NP_051067.1
ATCG00490	ATCG00490.1	GO:0015979	photosynthesis	NP_051067.1
ATCG00490	ATCG00490.1	GO:0055114	oxidation-reduction process	NP_051067.1
ATCG00490	ATCG00490.1	GO:0009507	chloroplast	NP_051067.1
ATCG00490	ATCG00490.1	GO:0009536	plastid	NP_051067.1
ATCG00490	ATCG00490.1	GO:0000287	magnesium ion binding	NP_051067.1
ATCG00490	ATCG00490.1	GO:0009535	chloroplast thylakoid membrane	NP_051067.1
ATCG00490	ATCG00490.1	GO:0009579	thylakoid	NP_051067.1
ATCG00490	ATCG00490.1	GO:0009737	response to abscisic acid	NP_051067.1
ATCG00490	ATCG00490.1	GO:0048046	apoplast	NP_051067.1
ATCG00490	ATCG00490.1	GO:0005618	cell wall	NP_051067.1
ATCG00490	ATCG00490.1	GO:0005515	protein binding	NP_051067.1
ATCG00490	ATCG00490.1	GO:0016020	membrane	NP_051067.1
ATCG00500	ATCG00500.1	GO:2001295	malonyl-CoA biosynthetic process	NP_051068.1
ATCG00500	ATCG00500.1	GO:0009570	chloroplast stroma	NP_051068.1
ATCG00500	ATCG00500.1	GO:0016740	transferase activity	NP_051068.1
ATCG00500	ATCG00500.1	GO:0046872	metal ion binding	NP_051068.1
ATCG00500	ATCG00500.1	GO:0016020	membrane	NP_051068.1
ATCG00500	ATCG00500.1	GO:0009507	chloroplast	NP_051068.1
ATCG00500	ATCG00500.1	GO:0009536	plastid	NP_051068.1
ATCG00500	ATCG00500.1	GO:0000166	nucleotide binding	NP_051068.1
ATCG00500	ATCG00500.1	GO:0005524	ATP binding	NP_051068.1
ATCG00500	ATCG00500.1	GO:0006633	fatty acid biosynthetic process	NP_051068.1
ATCG00500	ATCG00500.1	GO:0006629	lipid metabolic process	NP_051068.1
ATCG00500	ATCG00500.1	GO:0008270	zinc ion binding	NP_051068.1
ATCG00500	ATCG00500.1	GO:0031969	chloroplast membrane	NP_051068.1
ATCG00500	ATCG00500.1	GO:0003989	acetyl-CoA carboxylase activity	NP_051068.1
ATCG00500	ATCG00500.1	GO:0006631	fatty acid metabolic process	NP_051068.1
ATCG00500	ATCG00500.1	GO:0009317	acetyl-CoA carboxylase complex	NP_051068.1
ATCG00500	ATCG00500.1	GO:0016743	carboxyl- or carbamoyltransferase activity	NP_051068.1
ATCG00540	ATCG00540.1	GO:0009512	cytochrome b6f complex	NP_051072.1
ATCG00540	ATCG00540.1	GO:0009534	chloroplast thylakoid	NP_051072.1
ATCG00540	ATCG00540.1	GO:0046872	metal ion binding	NP_051072.1
ATCG00540	ATCG00540.1	GO:0016020	membrane	NP_051072.1
ATCG00540	ATCG00540.1	GO:0016021	integral component of membrane	NP_051072.1
ATCG00540	ATCG00540.1	GO:0015979	photosynthesis	NP_051072.1
ATCG00540	ATCG00540.1	GO:0055114	oxidation-reduction process	NP_051072.1
ATCG00540	ATCG00540.1	GO:0009507	chloroplast	NP_051072.1
ATCG00540	ATCG00540.1	GO:0009536	plastid	NP_051072.1
ATCG00540	ATCG00540.1	GO:0009535	chloroplast thylakoid membrane	NP_051072.1
ATCG00540	ATCG00540.1	GO:0009579	thylakoid	NP_051072.1
ATCG00540	ATCG00540.1	GO:0005506	iron ion binding	NP_051072.1
ATCG00540	ATCG00540.1	GO:0020037	heme binding	NP_051072.1
ATCG00540	ATCG00540.1	GO:0022900	electron transport chain	NP_051072.1
ATCG00540	ATCG00540.1	GO:0009055	electron transfer activity	NP_051072.1
ATCG00540	ATCG00540.1	GO:0031361	integral component of thylakoid membrane	NP_051072.1
ATCG00540	ATCG00540.1	GO:0009767	photosynthetic electron transport chain	NP_051072.1
ATCG00580	ATCG00580.1	GO:0019684	photosynthesis, light reaction	NP_051076.1
ATCG00580	ATCG00580.1	GO:0046872	metal ion binding	NP_051076.1
ATCG00580	ATCG00580.1	GO:0016020	membrane	NP_051076.1
ATCG00580	ATCG00580.1	GO:0016021	integral component of membrane	NP_051076.1
ATCG00580	ATCG00580.1	GO:0015979	photosynthesis	NP_051076.1
ATCG00580	ATCG00580.1	GO:0055114	oxidation-reduction process	NP_051076.1
ATCG00580	ATCG00580.1	GO:0009507	chloroplast	NP_051076.1
ATCG00580	ATCG00580.1	GO:0009536	plastid	NP_051076.1
ATCG00580	ATCG00580.1	GO:0009535	chloroplast thylakoid membrane	NP_051076.1
ATCG00580	ATCG00580.1	GO:0009579	thylakoid	NP_051076.1
ATCG00580	ATCG00580.1	GO:0020037	heme binding	NP_051076.1
ATCG00580	ATCG00580.1	GO:0009055	electron transfer activity	NP_051076.1
ATCG00580	ATCG00580.1	GO:0009523	photosystem II	NP_051076.1
ATCG00580	ATCG00580.1	GO:0005506	iron ion binding	NP_051076.1
ATCG00580	ATCG00580.1	GO:0009767	photosynthetic electron transport chain	NP_051076.1
ATCG00580	ATCG00580.1	GO:0009539	photosystem II reaction center	NP_051076.1
ATCG00680	ATCG00680.1	GO:0010287	plastoglobule	NP_051084.1
ATCG00680	ATCG00680.1	GO:0009534	chloroplast thylakoid	NP_051084.1
ATCG00680	ATCG00680.1	GO:0009521	photosystem	NP_051084.1
ATCG00680	ATCG00680.1	GO:0019684	photosynthesis, light reaction	NP_051084.1
ATCG00680	ATCG00680.1	GO:0016020	membrane	NP_051084.1
ATCG00680	ATCG00680.1	GO:0016021	integral component of membrane	NP_051084.1
ATCG00680	ATCG00680.1	GO:0015979	photosynthesis	NP_051084.1
ATCG00680	ATCG00680.1	GO:0009507	chloroplast	NP_051084.1
ATCG00680	ATCG00680.1	GO:0009536	plastid	NP_051084.1
ATCG00680	ATCG00680.1	GO:0009535	chloroplast thylakoid membrane	NP_051084.1
ATCG00680	ATCG00680.1	GO:0009579	thylakoid	NP_051084.1
ATCG00680	ATCG00680.1	GO:0009523	photosystem II	NP_051084.1
ATCG00680	ATCG00680.1	GO:0018298	protein-chromophore linkage	NP_051084.1
ATCG00680	ATCG00680.1	GO:0016168	chlorophyll binding	NP_051084.1
ATCG00680	ATCG00680.1	GO:0010207	photosystem II assembly	NP_051084.1
ATCG00680	ATCG00680.1	GO:0009767	photosynthetic electron transport chain	NP_051084.1
ATCG00680	ATCG00680.1	GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	NP_051084.1
ATCG00680	ATCG00680.1	GO:0009772	photosynthetic electron transport in photosystem II	NP_051084.1
ATCG00680	ATCG00680.1	GO:0005515	protein binding	NP_051084.1
ATCG00720	ATCG00720.1	GO:0009534	chloroplast thylakoid	NP_051088.1
ATCG00720	ATCG00720.1	GO:0046872	metal ion binding	NP_051088.1
ATCG00720	ATCG00720.1	GO:0016020	membrane	NP_051088.1
ATCG00720	ATCG00720.1	GO:0016021	integral component of membrane	NP_051088.1
ATCG00720	ATCG00720.1	GO:0015979	photosynthesis	NP_051088.1
ATCG00720	ATCG00720.1	GO:0055114	oxidation-reduction process	NP_051088.1
ATCG00720	ATCG00720.1	GO:0009507	chloroplast	NP_051088.1
ATCG00720	ATCG00720.1	GO:0009536	plastid	NP_051088.1
ATCG00720	ATCG00720.1	GO:0009535	chloroplast thylakoid membrane	NP_051088.1
ATCG00720	ATCG00720.1	GO:0009579	thylakoid	NP_051088.1
ATCG00720	ATCG00720.1	GO:0016491	oxidoreductase activity	NP_051088.1
ATCG00720	ATCG00720.1	GO:0022904	respiratory electron transport chain	NP_051088.1
ATCG00720	ATCG00720.1	GO:0009055	electron transfer activity	NP_051088.1
ATCG00720	ATCG00720.1	GO:0045158	electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity	NP_051088.1
ATCG00720	ATCG00720.1	GO:0020037	heme binding	NP_051088.1
ATCG00720	ATCG00720.1	GO:0005506	iron ion binding	NP_051088.1
ATCG00720	ATCG00720.1	GO:0031224	intrinsic component of membrane	NP_051088.1
ATCG00830	ATCG00830.1	GO:0032543	mitochondrial translation	NP_051099.1
ATCG00830	ATCG00830.1	GO:0009941	chloroplast envelope	NP_051099.1
ATCG00830	ATCG00830.1	GO:0009570	chloroplast stroma	NP_051099.1
ATCG00830	ATCG00830.1	GO:0005762	mitochondrial large ribosomal subunit	NP_051099.1
ATCG00830	ATCG00830.1	GO:0009507	chloroplast	NP_051099.1
ATCG00830	ATCG00830.1	GO:0009536	plastid	NP_051099.1
ATCG00830	ATCG00830.1	GO:0003735	structural constituent of ribosome	NP_051099.1
ATCG00830	ATCG00830.1	GO:0006412	translation	NP_051099.1
ATCG00830	ATCG00830.1	GO:0005840	ribosome	NP_051099.1
ATCG00830	ATCG00830.1	GO:0003723	RNA binding	NP_051099.1
ATCG00830	ATCG00830.1	GO:0016740	transferase activity	NP_051099.1
ATCG00830	ATCG00830.1	GO:0015934	large ribosomal subunit	NP_051099.1
ATCG00830	ATCG00830.1	GO:0003729	mRNA binding	NP_051099.1
ATCG00830	ATCG00830.1	GO:0019843	rRNA binding	NP_051099.1
ATCG00830	ATCG00830.1	GO:0016020	membrane	NP_051099.1
ATCG01310	ATCG01310.1	GO:0032543	mitochondrial translation	NP_051099.1
ATCG01310	ATCG01310.1	GO:0009941	chloroplast envelope	NP_051099.1
ATCG01310	ATCG01310.1	GO:0009570	chloroplast stroma	NP_051099.1
ATCG01310	ATCG01310.1	GO:0005762	mitochondrial large ribosomal subunit	NP_051099.1
ATCG01310	ATCG01310.1	GO:0009507	chloroplast	NP_051099.1
ATCG01310	ATCG01310.1	GO:0009536	plastid	NP_051099.1
ATCG01310	ATCG01310.1	GO:0003735	structural constituent of ribosome	NP_051099.1
ATCG01310	ATCG01310.1	GO:0006412	translation	NP_051099.1
ATCG01310	ATCG01310.1	GO:0005840	ribosome	NP_051099.1
ATCG01310	ATCG01310.1	GO:0003723	RNA binding	NP_051099.1
ATCG01310	ATCG01310.1	GO:0016740	transferase activity	NP_051099.1
